audio_file	sentence
caf_07245_01987566252	Estic enamorat d’Amanda Semprún
caf_09901_01084822210	Hauries de marxar a tres quarts i mig de quatre per arribar puntual
caf_06942_01079264761	El somriure de Cameron Diaz no deixa ningú indiferent
caf_08106_01803913402	És de Cardiff però va créixer a Manchester
caf_01591_00982952568	A Cervera hi tenen universitat gràcies a Felip V
caf_07803_01156147329	Sí home el camió de Ros Roca aquest que neteja el carrer amb aigua
caf_02452_01646604972	Elvis Presley és viu i viu a Salou
caf_06042_01085124390	L’empresa Grup Dos-cents no té gaire presència a Europa
caf_05739_00079829456	El jardí botànic de Blanes no és res de l'altre món
caf_07245_02068168268	La cursa va acabar sense més incidents després de la desafortunada caiguda de Jorge Lorenzo
caf_06311_02046757310	Anàvem caminant a Begues quan érem petits
caf_09204_01482756460	Jennifer Lopez ha sabut barrejar música i cine d'una manera molt aconseguida
caf_05739_00417217201	Pep Coll és un noi molt ben educat i eixerit
caf_06311_01466627075	Hi ha hagut un incendi a Lliçà d'Amunt
caf_05739_01233694063	Gaziel és el pseudònim d'un dels periodistes més importants de la història de Catalunya
caf_06042_00052172929	Ningú és més conscient de la qualitat dels productes Tom Ford que els golfistes professionals
caf_09796_00817055636	Eudermín té nom de productes per a la pell
caf_05147_01139631611	Vés a l'Agrària Plana de Vic i Secció de Crèdit a veure si et poden ajudar
caf_06311_01676412661	Per què no li demanes a l'Antònia que t'ajudi
caf_06942_00851715037	Leo Messi és una persona de poques paraules
caf_02452_00411997143	David Moyes va substituir en el càrrec a Sir Alex Ferguson
caf_03944_01704390033	Recordo un documental dels anys seixanta sobre els festivals de jazz de Newport que eren una delícia
caf_03655_01619041242	L'Isostar és una beguda isotònica
caf_02452_01959572766	Beyoncé té un dels directes més impactants del panorama musical actual
caf_09901_02134001799	En té cinquanta i n'aparenta molts menys
caf_01591_00344128004	A Corea del Sud hi treballen tot el dia
caf_09204_01535704992	Emma Roberts va debutar com a actriu a la pel·lícula Glow
caf_07803_01244073904	Al final vaig haver de vendre'm la Suzuki
caf_03944_01046259962	Picasso va néixer a Màlaga i va viure molts anys a París
caf_09204_01110066155	El príncep Charles viu a l'ombra de la seva mare
caf_06042_01448113624	Alguns afirmen que Enric Sopena havia estat de l'Opus Dei
caf_06042_00278821209	Els de Manpower contracten molta gent
caf_09901_01639136769	Cesc Fàbregas no era tan bo com tothom es pensava
caf_03655_01805250072	El dia que vaig volar amb Ryanair vaig saber que no hi tornaria
caf_09901_01969410855	La noia del meu amic viu a Cervelló
caf_01591_00008082647	L'avió aterra a dos quarts i cinc de quatre
caf_08001_00093795963	Els de Vista Impressió treballen amb qualitat ràpid i a preus que estan prou bé
caf_02452_00723323708	Morgan Freeman és un avi savi
caf_05739_01807328136	El Barça té dos jugadors de Croàcia
caf_09901_01489467989	Sempre havia desitjat treballar a la Nissan
caf_08106_01740295459	La gent de Móra d'Ebre està preocupada pel transvasament de l'Ebre
caf_09901_00431700811	No sé què venen a Yosinoya però em sona japonès
caf_09204_00011831160	El que fa especial Nao Albet és la seva cara de nen
caf_03944_01723003892	Annabel Cervantes geògrafa de formació ha fet de l'escriptura la seva autèntica vocació
caf_05739_00443746582	Whatsapp és una gran eina de comunicació per a familiars i amics però no cal abusar-ne
caf_09901_00268624793	Va fer una bona marató va sortir a les dotze del migdia i va arribar a les tres i disset minuts
caf_05147_00743317546	Has vist l'última passarel·la de la Sita Murt
caf_07803_00604451190	L'esport extrem com el que fa Miguel Ángel López Nicolás amb marxes duríssimes no pot ser bo per a la salut
caf_06008_01475362062	Els safaris a Zimbàbue estan de moda els darrers anys
caf_03944_01176427676	Kilian Jornet corre com si fos un animal salvatge
caf_06942_00646264313	Malgrat les crítiques negatives l'actuació de Cindy Crawford va ser molt ben rebuda entre el públic
caf_05739_00077483948	Bellvís és entre la Noguera i el Segrià
caf_06311_01487275334	Molta gent quan fa quaranta anys sent cert desànim pel pas del temps que és inexorable
caf_03655_01499865923	Tarongina deu ser una marca de refrescos
caf_06042_00504803446	El divendres faves tendres
caf_06311_01552169396	Les sabatilles esportives de Reebok són molt dures
caf_09901_01649559625	Carreteres autopistes i vies de tren travessen Montcada i Reixac
caf_03944_00580878976	2001 odissea de l'espai és una gran pel·lícula
caf_04247_00170686536	M'han ofert un contracte de pràctiques a BST Europa
caf_02452_00579788135	Elizabeth Taylor es va casar vuit cops
caf_02452_00550256994	Brad Pitt és el nou Joker de les pel·lícules a Batman
caf_02452_01531662400	Julia Roberts atrau totes les mirades per allà on passa
caf_05739_01181397862	Són arxiconegudes les línies aèries Vietnam Aerolínies
caf_03655_01322788475	Germà Gordó és un polític destacat de Convergència
caf_05147_00165151377	Juvé i Camps compra molt raïm a baix preu
caf_09204_00699240430	Robbie Williams es va fer molt famós per aquell videoclip en què es treia fins i tot la pell
caf_09796_01198897546	S'ha de reconèixer que Iolanda Batallé és una dona amb molt de món
caf_06008_01544392205	A dos quarts i deu de nou prenc el cafè amb els companys de feina
caf_05147_00373648565	Sempre he llegit amb interès els articles literaris de David Castillo Buïls
caf_07803_01101071054	El 1918 van tancar les mines de ferro de Celrà
caf_09204_02134312566	Melanie Iglesias va néixer a Nova York
caf_05147_00428329211	La capital de Bòsnia i Hercegovina Sarajevo és multicultural
caf_07803_01102940772	Emilio Gil Blind va ser campió d'Espanya de pesos lleugers als anys vint
caf_09598_00049132257	No he tingut mai un rellotge Seiko però m'han dit que són molt fiables
caf_04247_01819250713	Efecte Passadís és un bon nom per a un grup de rock alternatiu
caf_06008_00334789315	Els polítics volen fer-se la foto amb Inversions i Iniciatives Baix Empordà
caf_06311_00337196570	La Companyia General Càrnia produeix tota mena de botifarres
caf_07803_01387185525	Si mai em perdo busqueu-me a Togo
caf_03655_00674279836	Frigicoll té productes relacionats amb la refrigeració
caf_08001_01624110126	Els dònuts a Casa Donuts són molt bons
caf_05739_01877728096	Investigant els orígens de la meva família vaig arribar a aquell casalot de les Masies de Voltregà
caf_05739_01235828205	Els nous cantants de Gima volen promocionar els clàssics
caf_06042_00412448731	Els seients de classe preferent d’Iberia es converteixen en llits
caf_06008_00327219711	El club ciclista de Moià té un equip que competeix
caf_08001_01434054603	A la Carmen Cervera li agrada sortir a les revistes
caf_09598_01613629189	Un altre dels grans jugadors d'handbol fets a Granollers va ser José Antonio Cabrera Sánchez
caf_09796_01158503314	Hi vaig treballar força anys a Càrniques Juià
caf_04247_00349492777	Pel que sé Al Garhoud és un barri de Dubai a prop de l'aeroport
caf_08001_01843472653	La gala es podrà veure a TV3 dijous que ve
caf_05147_01873236833	Byly fa desodorants en crema
caf_05450_01800703283	La Corporació Catalana de Mitjans Audiovisuals inclou TV3 i Catalunya Ràdio
caf_09598_00563827990	La ciutat d'Auckland està envoltada de volcans extingits
caf_03655_00243514109	Quant val l'entrada del Museu d'Història de Barcelona
caf_05739_00591530013	Els maquilladors professionals fan servir la marca Maria Fradera
caf_03655_02097096030	El Barça és més que un club
caf_07803_00927665207	Mai no he volat amb Corea Aerolínies
caf_04247_01900093452	Les pizzes gruixudes del Pizza Hut són molt bones i greixoses
caf_05147_01962987890	Els laboratoris Almirall són uns laboratoris farmacèutics situats a Barcelona amb recerca pròpia
caf_09796_01983541259	A la iaia li encantava Eva Santolaria
caf_09901_01428474515	L'hotel Hilton de Barcelona és a la Diagonal
caf_08106_01632451553	Encara recordo les cintes de casset Basf
caf_07803_00514460318	A Worcester es van inventar la salsa Worcestershire oi
caf_05450_00726414348	Tous és coneguda pel seu famós osset
caf_05450_00178802392	Tinc una cosina que viu a Alfarràs
caf_08106_01552483634	No entenc per què s'ha posat de moda la marca Hugo Boss
caf_05450_00208040681	El Màrius Carol és director de La Vanguàrdia
caf_05450_00116496241	El Joan fa ioga cada dimecres
caf_03655_01588586671	La Bruixa d'Or de Sort és l'administració de venda de loteria líder a Espanya
caf_08106_01472919495	El meu germà va fundar Aransa fa vint anys
caf_04247_00797935891	Heu visitat mai Corbera de Llobregat
caf_02452_01947866798	Maradona no és una persona qualsevol és un home enganxat a una pilota de cuir
caf_01591_00809407527	T'ho diré deu mil vegades si és necessari
caf_01591_00962180654	Tinc un company de feina que és de l’Equador
caf_03944_01514741373	Hi ha gent que parla de Veneçuela sense haver-hi estat mai
caf_04247_00389265049	Tinc ganes de veure la pel·lícula Incerta Glòria dirigida per l'Agustí Villaronga
caf_08001_00077498352	La Mercè és la patrona de Barcelona
caf_09796_01335261171	Islamabad és famosa pels seus carrers comercials
caf_06008_01794852973	On podem sopar a la zona de Castellgalí
caf_09598_00920448597	Riells i Viabrea donen nom a un municipi format per molts nuclis urbans
caf_09204_01767225778	El millor jugador de la història de Gales és Gareth Bale
caf_03944_00110458901	M'agrada matinar i llevar-me a les sis perquè puc llegir tranquil·lament sense interferències
caf_02452_00706448240	Aquesta serà la tercera col·laboració entre Ben Kingsley i Isabel Coixet
caf_07803_00446581092	La platja de Canet de Mar és molt gran
caf_09204_01741467166	Els raps d’At versaris no deixen a ningú indiferent
caf_05739_00316393496	Allà es renten les dents amb Desensin
caf_09598_00204195862	Martí Gironell va escriure El pont dels jueus una novel·la ambientada a Besalú
caf_07803_00529451892	És molt dur haver de treballar sempre de nit
caf_03944_01271934440	Jaume Fort és un altre dels exjugadors d'handbol sorgits del bressol de Granollers
caf_09204_00564294036	Xavier Rubert de Ventós és filòsof i ha donat suport al PSC i a Convergència
caf_02452_00820104962	Jessica Alba era la dona invisible d’Els Quatre Fantàstics
caf_06942_00619787131	Són pocs els qui recorden Audrey Hepburn per la seva faceta humanitària
caf_01591_01804196088	De fertilitzants Compo Expert n’hi ha per tot el món
caf_05450_00932122463	Somio que corro entre espigues de blat com el gos de l'anunci de Purina
caf_01591_00779170906	Antonio Fabra va néixer a Reus com el general Prim
caf_04247_00358561829	Em van dir que a ca l'Albert venien pa
caf_06942_00720852027	Les cançons de David Bowie em fascinen són tremendament originals enigmàtiques i magnètiques
caf_09598_01949455171	Estic buscant vols a Florida
caf_06311_01336960903	Vaig comprar el Ford Fiesta als anys noranta
caf_05147_00174920269	Avel·lí Artís-Gener era conegut també pel pseudònim Tísner
caf_07803_00489230277	La meva mare compra roba a Punt Roma
caf_05739_01095808400	Santi Millán va treballar molts anys a La Cubana
caf_07245_01677644085	David Bisbal no és la parella de Chenoa
caf_05147_02078945573	Quina mena d'empresa és Club Segle XXI
caf_05450_01044240742	Tan a prop d'on visc i mai he estat a Vallirana
caf_06042_00624158513	Potser això de Gelida ve que antigament hi havien pous de gel
caf_02452_01191770888	Victor Valdés es va lesionar i des de llavors la seva carrera ja no és el mateix
caf_06942_02100800411	El que fa especial Nao Albet és la seva cara de nen
caf_06042_00843052190	La pàgina web del diari Ara és molt pràctica i visual
caf_04247_01733167612	Iberia té vols a molt bon preu darrerament
caf_04247_01213306132	Vaig comprar el mirall de la sala a Pons Rovira els del carrer Major
caf_08001_00861231498	Petrem vol dir petrolis de l'Empordà i tenen benzineres a les comarques gironines
caf_06008_01487502876	Les maquinària que ven Girbau està orientada a la neteja industrial
caf_05147_00138745794	El canal de Panamà és una obra d'enginyeria increïble
caf_06008_00517034262	Antonio García Robledo nascut a la Llagosta és un gran jugador d'handbol amb projecció internacional
caf_05739_01072423301	No es pot viure al Japó sense parlar japonès
caf_02452_00160607903	Mery Key és una estrella de Disney
caf_02452_01177874245	Maria Sharapova és una tennista russa acusada de dopatge i posteriorment condemnada
caf_04247_02061903178	Aquelles nenes tan rialleres i alhora tímides em van dir que eren de Matsuyama
caf_06311_00629992909	He portat el cotxe al taller Morató perquè em canviïn l'oli
caf_09598_01120385731	La revista Elle té un gran èxit entre les dones
caf_05450_01009972737	La Júlia es va fer arreglar el lavabo amb Gres Català
caf_09901_00422192031	Josep Berga i Boix conegut com l'Avi Berga va fundar l'Escola d'Olot amb Joaquim Vayreda
caf_08001_02106227387	A Sant Climent de Llobregat s'hi cultiva molta cirera
caf_09598_01040103439	Que en són de belles les donzelles de Martorelles
caf_09204_01401502729	Michelle Obama és la muller de l'actual president dels Estats Units d'Amèrica
caf_06008_02103305634	El cap de setmana celebren la cinquantena Fira Anual de l'Esport
caf_06042_01597566846	La presentadora Cristina Pedroche és una usuària activa de les xarxes socials
caf_05147_01742477202	Crec que Catalunya en Miniatura era a Torrelles de Llobregat
caf_02452_00042931450	Les declaracions de Valentino Rossi després de la cursa no van deixar a ningú indiferent
caf_09204_01341644992	Sebastian Vettel compleix amb l'equip Ferrari
caf_07803_01534121463	M'agrada comprar als supermercats Aldi Masquefa perquè els dependents són molt atents
caf_06311_01693524402	El noi em va dir el seu telèfon i crec que era sis set nou quatre tres sis dos-cents
caf_09901_01568627387	Ahir al matí vaig fer una entrevista de feina a Legrain
caf_06008_00666179376	A Sant Fruitós del Bages hi ha molts camins per fer-hi motocròs
